user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career
4b97682b,BSc,0,"kotlin, firebase, react native, swift, javascript, tensorflow",backend development,Flutter Certified,workplace,2,mobile,Mobile Developer
5f14133f,BSc,4,"cloud computing, penetration testing, networking, ethical hacking, tableau",backend development,,university,2,security,Cybersecurity Analyst
d1f09262,BSc,4,"html, sass, css, react",frontend development,,self-taught,5,web,Web Developer
5b36a4f1,BSc,2,"statistics, machine learning, pandas, linux",machine learning,,online-course,5,data,Data Scientist
aca99f49,BTech,5,"css, next.js, react, webpack, html",ux research,Udemy Web Dev,bootcamp,7,web,Web Developer
44a165e9,BCA,0,"git, javascript, rest apis, firebase, kotlin, ethical hacking",mobile development,Apple Swift,workplace,0,none,Mobile Developer
0aa45aaa,Diploma,0,"sketch, figma, ui/ux, user research",frontend development,Google UX Design,university,1,design,UI/UX Designer
29718734,MCA,1,"git, jenkins, ci/cd, kubernetes, sql",cloud infrastructure,,online-course,3,devops,DevOps Engineer
b5632b81,MBA,3,"process mapping, excel, power bi, agile, sql",business intelligence,CBAP,self-taught,3,business,Business Analyst
6f80b9d9,BBA,3,"firewall, python, cybersecurity, networking, linux, ethical hacking",cloud infrastructure,,university,3,security,Cybersecurity Analyst
aa32e74e,BBA,6,"sql, requirements gathering, business analysis",product strategy,Microsoft Power BI,university,5,business,Business Analyst
03f030b5,MCA,6,"python, bash, terraform, prometheus, docker, linux, kubernetes",backend development,Kubernetes CKA,online-course,6,devops,DevOps Engineer
c934b096,BBA,3,"firewall, cybersecurity, networking, linux",cybersecurity,CISSP,workplace,3,security,Cybersecurity Analyst
ff03921b,MBA,5,"sql, product management, roadmapping, data analysis, jira",growth marketing,Scrum Master,university,3,business,Product Manager
0e3e177d,Diploma,3,"javascript, react, html, next.js, sql",frontend development,,bootcamp,2,web,Full Stack Developer
fbf7ad3a,BCA,5,"sql, deep learning, python, statistics",machine learning,Coursera ML,online-course,7,data,Data Scientist
e9d5c749,BSc,3,"cybersecurity, linux, firewall",backend development,AWS Security,online-course,5,security,Cybersecurity Analyst
bca2b25a,BBA,5,"prometheus, ci/cd, linux, terraform, kubernetes",cloud infrastructure,Google Cloud Professional,bootcamp,5,devops,DevOps Engineer
9a1e2988,Diploma,2,"firebase, rest apis, dart, ios",mobile development,Udemy Mobile Dev,university,3,mobile,Mobile Developer
c2eb71b0,BCA,2,"css, javascript, figma, html",mobile development,,university,5,web,Web Developer
131b1ec2,BTech,4,"ios, flutter, dart, javascript, react native",mobile development,Flutter Certified,online-course,6,mobile,Mobile Developer
10374eb9,BBA,5,"machine learning, python, statistics, deep learning, sql",data engineering,Coursera ML,bootcamp,5,data,Data Scientist
74186bc6,BSc,1,"next.js, mongodb, react, nodejs, sql",backend development,,self-taught,0,none,Full Stack Developer
bc4c270e,Diploma,2,"terraform, ci/cd, linux, python, jenkins, flutter",backend development,Kubernetes CKA,workplace,4,devops,DevOps Engineer
3033a51c,MCA,5,"python, r, statistics, pandas",data engineering,,bootcamp,4,data,Data Scientist
80922e65,BSc,2,"next.js, typescript, css, react",ux research,freeCodeCamp,university,4,web,Web Developer
bb82ad46,BSc,5,"javascript, react native, android, dart, flutter",mobile development,Google Associate Android,self-taught,7,mobile,Mobile Developer
6eeb76f3,MCA,5,"python, roadmapping, okrs, agile, excel, product management",business intelligence,Scrum Master,online-course,5,business,Product Manager
bc8dce02,BTech,9,"typescript, git, nodejs, sql, html, firebase",frontend development,AWS Solutions Architect,online-course,6,web,Full Stack Developer
81f01fc8,BSc,2,"deep learning, python, data analysis, sql",business intelligence,,university,2,data,Data Scientist
f03d8d5e,Diploma,3,"sql, mongodb, css, next.js",backend development,,university,3,web,Full Stack Developer
c5aaa2f4,BBA,4,"email marketing, power bi, google analytics, digital marketing, content writing",business intelligence,Meta Marketing,university,3,marketing,Digital Marketer
9bd84c6b,MCA,1,"kubernetes, pytorch, machine learning, spark, python",machine learning,TensorFlow Developer,workplace,2,ml,ML Engineer
7d08c7d9,MCA,2,"redis, sql, java",backend development,MongoDB Associate,university,5,web,Backend Developer
334e009c,BTech,6,"jira, data analysis, business analysis, roadmapping, agile",business intelligence,Scrum Master,online-course,5,business,Product Manager
76b3a2b6,BBA,4,"wireframing, sketch, figma, ui/ux, html, adobe xd",product strategy,Interaction Design Foundation,online-course,5,design,UI/UX Designer
89bf3aa6,BTech,3,"tableau, agile, sql, jira",business intelligence,,online-course,3,business,Business Analyst
2364b66f,BBA,6,"firewall, networking, cybersecurity, ethical hacking, siem",cloud infrastructure,CISSP,self-taught,8,security,Cybersecurity Analyst
ec260819,BSc,1,"css, sass, javascript",mobile development,freeCodeCamp,online-course,3,web,Web Developer
1ccdba0b,BTech,1,"pytorch, tensorflow, machine learning, docker, linux, spark",data engineering,Coursera ML,workplace,3,ml,ML Engineer
c9acbe86,MBA,4,"jira, tableau, excel, sql",product strategy,,workplace,4,business,Business Analyst
d49a1584,BBA,5,"google analytics, copywriting, content writing, seo, ads",product strategy,Coursera Marketing,online-course,6,marketing,Digital Marketer
ebcc11c4,BTech,9,"react, javascript, typescript, css",frontend development,Microsoft Power BI,online-course,10,web,Full Stack Developer
31430af5,BTech,1,"jenkins, terraform, prometheus, linux",backend development,Google Cloud Professional,online-course,1,devops,DevOps Engineer
1214721f,Diploma,3,"docker, pytorch, deep learning, tensorflow, mlflow",devops,Coursera ML,bootcamp,5,ml,ML Engineer
19daf09f,BTech,4,"azure, aws, python, kubernetes, terraform",backend development,,university,4,cloud,Cloud Engineer
2e09dc42,BTech,4,"linux, azure, python, cloud computing, google cloud",devops,Azure Fundamentals,university,2,cloud,Cloud Engineer
8877265a,BSc,6,"jira, business analysis, requirements gathering, agile",business intelligence,CBAP,bootcamp,6,business,Business Analyst
539001a7,BSc,5,"python, machine learning, statistics, power bi",data engineering,,online-course,7,data,Data Scientist
52b63778,Diploma,1,"jira, excel, sql, agile, process mapping, python",product strategy,Microsoft Power BI,workplace,3,business,Business Analyst
45da2eca,MBA,3,"python, statistics, power bi, sql, kubernetes",business intelligence,,university,3,data,Data Scientist
e0c0d3b4,Diploma,4,"nodejs, mongodb, rest apis, java",backend development,,online-course,3,web,Backend Developer
672e459a,BBA,4,"digital marketing, excel, seo, copywriting",business intelligence,HubSpot Marketing,workplace,4,marketing,Digital Marketer
cb61daef,BSc,4,"power bi, data analysis, pandas",business intelligence,Tableau Desktop,self-taught,4,data,Data Analyst
38c8c492,BSc,3,"adobe xd, user research, css, linux",ux research,Meta Front-End Developer,university,3,design,UI/UX Designer
0e8c3d38,BTech,1,"kubernetes, docker, ansible, python",backend development,Azure Fundamentals,online-course,3,cloud,Cloud Engineer
9b3052fa,BBA,7,"process mapping, product management, excel, business analysis, requirements gathering",growth marketing,,university,6,business,Business Analyst
3b1fff3c,BBA,2,"ethical hacking, networking, python, linux",cloud infrastructure,CompTIA Security+,university,3,security,Cybersecurity Analyst
4d7b7423,BCA,2,"react, nodejs, javascript, html, typescript, sql",backend development,Meta Front-End Developer,online-course,3,web,Full Stack Developer
a4d6ccb7,BCA,6,"social media, seo, content writing, digital marketing, excel",business intelligence,,online-course,5,marketing,Digital Marketer
87185bdb,BBA,1,"requirements gathering, business analysis, jira, user research",business intelligence,PMP,online-course,3,business,Business Analyst
981685fd,BCA,7,"feature engineering, kubernetes, tensorflow, python, deep learning",machine learning,Coursera ML,bootcamp,5,ml,ML Engineer
64ad781e,BCA,0,"java, sql, postgresql",devops,MongoDB Associate,self-taught,3,web,Backend Developer
95f7bade,Diploma,4,"ios, git, flutter, javascript, react native, android",frontend development,,self-taught,5,mobile,Mobile Developer
821c62e2,MBA,4,"email marketing, power bi, content writing, digital marketing",growth marketing,Meta Marketing,workplace,2,marketing,Digital Marketer
7c6f2915,BCA,6,"css, sql, docker, typescript",devops,Udemy Web Dev,university,4,web,Full Stack Developer
15558504,BSc,5,"figma, html, react",mobile development,Google UX Design,self-taught,5,web,Web Developer
28eaf26c,BBA,8,"jira, agile, python, business analysis, wireframing",product strategy,,online-course,7,business,Product Manager
d9b21eac,BSc,4,"power bi, excel, agile, rest apis",growth marketing,Microsoft Power BI,university,5,business,Business Analyst
536ab43a,Diploma,0,"wireframing, user research, prototyping, product management, adobe xd, css",ux research,Interaction Design Foundation,workplace,0,none,UI/UX Designer
0478995a,BSc,2,"firewall, linux, cloud computing, cybersecurity, cryptography, data analysis",backend development,,self-taught,2,security,Cybersecurity Analyst
60d1194c,BCA,2,"sass, react, css, figma, nodejs",ux research,Google UX Design,workplace,5,web,Web Developer
1ccbac61,BSc,6,"microservices, redis, python, nodejs, rest apis",cloud infrastructure,MongoDB Associate,bootcamp,8,web,Backend Developer
d466357c,BSc,1,"mlflow, deep learning, docker, pytorch, machine learning",data engineering,TensorFlow Developer,university,1,ml,ML Engineer
51e1c402,BBA,7,"kubernetes, cloud computing, terraform, azure, docker",devops,AWS DevOps,bootcamp,8,cloud,Cloud Engineer
2034fa29,Diploma,2,"html, figma, sketch, user research, javascript",frontend development,,university,4,design,UI/UX Designer
17325d40,Diploma,5,"machine learning, sql, deep learning, statistics, python",business intelligence,DeepLearning.AI,self-taught,5,data,Data Scientist
877768a9,BSc,5,"javascript, git, android, ios, dart, firebase",backend development,Flutter Certified,workplace,6,mobile,Mobile Developer
b04eaf33,BSc,4,"git, sql, java, nodejs, mongodb, python",cloud infrastructure,MongoDB Associate,bootcamp,7,web,Backend Developer
f6e7d968,BBA,6,"excel, business analysis, agile, product management",business intelligence,Coursera PM,self-taught,4,business,Product Manager
0f74571c,MCA,2,"linux, cloud computing, docker, kubernetes",cloud infrastructure,AWS DevOps,university,5,cloud,Cloud Engineer
db7f0e8d,BSc,5,"power bi, data analysis, statistics, r",machine learning,Tableau Desktop,university,6,data,Data Analyst
eea7d414,MCA,3,"pytorch, mlflow, python",data engineering,DeepLearning.AI,university,2,ml,ML Engineer
05764d6b,MBA,1,"power bi, sql, excel, jira, wireframing",growth marketing,,bootcamp,1,business,Business Analyst
8c9dd787,BCA,4,"tableau, machine learning, python, pandas, sql",machine learning,IBM Data Science,workplace,2,data,Data Scientist
86e05f81,Diploma,3,"figma, ui/ux, css, javascript, user research, sketch",frontend development,Meta Front-End Developer,university,5,design,UI/UX Designer
4ba3a1ec,BSc,6,"machine learning, feature engineering, docker, tensorflow, pytorch",data engineering,Coursera ML,workplace,7,ml,ML Engineer
24c03aab,MBA,4,"react, html, sass, figma, python",ux research,,university,3,web,Web Developer
47a8c973,MBA,3,"machine learning, deep learning, spark, python, pytorch",devops,AWS ML Specialty,bootcamp,5,ml,ML Engineer
55bd5aee,MCA,1,"aws, google cloud, linux, kubernetes",cloud infrastructure,AWS Solutions Architect,bootcamp,0,none,Cloud Engineer
805f38c0,MCA,6,"prometheus, kubernetes, ci/cd, terraform",backend development,,self-taught,3,devops,DevOps Engineer
4d6cb10d,BSc,6,"python, power bi, data analysis",machine learning,Google Data Analytics,workplace,4,data,Data Analyst
1427a2e8,MCA,5,"java, postgresql, sql",devops,MongoDB Associate,online-course,3,web,Backend Developer
97f2e23e,Diploma,0,"user research, javascript, adobe xd, prototyping",ux research,Meta Front-End Developer,university,0,none,UI/UX Designer
2c693060,MCA,4,"css, next.js, html",backend development,freeCodeCamp,university,5,web,Full Stack Developer
e54cd1ed,Diploma,0,"react, next.js, css, git, javascript",mobile development,Meta Front-End Developer,university,1,web,Web Developer
08f8e2fb,Diploma,10,"prometheus, ci/cd, docker, terraform",cloud infrastructure,,bootcamp,10,devops,DevOps Engineer
69b175ac,Diploma,0,"nodejs, docker, html",devops,freeCodeCamp,workplace,2,web,Full Stack Developer
e7712db8,BTech,2,"power bi, business analysis, process mapping, sql, excel, product management",business intelligence,PMP,self-taught,5,business,Business Analyst
f4570ccc,BCA,5,"google cloud, kubernetes, cloud computing, aws",cloud infrastructure,Azure Fundamentals,bootcamp,5,cloud,Cloud Engineer
6d46abb0,BCA,2,"react native, android, firebase, git",mobile development,,online-course,2,mobile,Mobile Developer
c20c3bf2,BSc,6,"python, terraform, linux, ansible, docker, kubernetes, git",backend development,Google Cloud Professional,online-course,5,devops,DevOps Engineer
b089b640,MBA,3,"business analysis, product management, user research, excel, jira",growth marketing,,self-taught,4,business,Product Manager
79de2d22,Diploma,5,"data analysis, python, excel, power bi",machine learning,Tableau Desktop,bootcamp,5,data,Data Analyst
075d3668,BBA,0,"google analytics, ads, seo, email marketing, power bi",product strategy,,bootcamp,2,marketing,Digital Marketer
7d987550,BCA,2,"typescript, css, react, javascript, figma",mobile development,Google UX Design,online-course,3,web,Web Developer
554e35bc,MCA,5,"linux, networking, ethical hacking, bash, penetration testing, cybersecurity",cloud infrastructure,CEH Ethical Hacking,online-course,7,security,Cybersecurity Analyst
9674985c,Diploma,3,"sql, google analytics, ads, seo, content writing, kubernetes",growth marketing,HubSpot Marketing,bootcamp,3,marketing,Digital Marketer
a81a9644,Diploma,3,"excel, jira, sql, process mapping, content writing",product strategy,PMP,university,4,business,Business Analyst
a4390477,MBA,4,"java, rest apis, python, sql, microservices, postgresql",backend development,Udemy Web Dev,bootcamp,3,web,Backend Developer
edccf424,MBA,7,"bash, ethical hacking, networking, firewall, linux, cybersecurity",cybersecurity,CompTIA Security+,bootcamp,6,security,Cybersecurity Analyst
702386d7,BTech,5,"networking, ethical hacking, linux, cloud computing, cryptography, penetration testing",cybersecurity,CISSP,online-course,4,security,Cybersecurity Analyst
a246b22d,MCA,7,"machine learning, pandas, sql, power bi",business intelligence,,university,6,data,Data Scientist
10a905f6,MCA,2,"process mapping, business analysis, jira, sql, google analytics",product strategy,Scrum Master,online-course,5,business,Business Analyst
3f3df3c2,BBA,5,"python, feature engineering, sql, deep learning, tensorflow, mlflow, pytorch",machine learning,Coursera ML,self-taught,7,ml,ML Engineer
5f01f591,Diploma,2,"wireframing, ui/ux, figma, design systems, html",frontend development,Google UX Design,university,4,design,UI/UX Designer
50e5e5a9,BBA,10,"business analysis, roadmapping, excel, jira",business intelligence,,university,7,business,Product Manager
6de5e2a1,MCA,1,"linux, kubernetes, azure",devops,,self-taught,3,cloud,Cloud Engineer
0ed48659,BBA,4,"firewall, ethical hacking, linux, python",cybersecurity,CompTIA Security+,bootcamp,4,security,Cybersecurity Analyst
b1acdc2d,BBA,3,"seo, digital marketing, content writing, social media",product strategy,,university,3,marketing,Digital Marketer
e63bb382,BCA,2,"tensorflow, linux, spark, python, machine learning, pytorch, feature engineering",machine learning,,online-course,3,ml,ML Engineer
d129d689,Diploma,1,"javascript, css, figma, html",ux research,,workplace,3,web,Web Developer
8c98f532,Diploma,0,"html, design systems, wireframing, ui/ux, user research",ux research,Google UX Design,university,1,design,UI/UX Designer
28d94cd2,BBA,5,"agile, sql, power bi, wireframing",product strategy,PMP,online-course,7,business,Business Analyst
e14a1135,BCA,1,"nodejs, java, sql, postgresql",cloud infrastructure,MongoDB Associate,university,1,web,Backend Developer
7d957368,MBA,4,"html, typescript, react, next.js, css, javascript",ux research,Udemy Web Dev,online-course,6,web,Web Developer
1fc4f6ed,BCA,3,"rest apis, postgresql, java, git, sql",cloud infrastructure,,self-taught,5,web,Backend Developer
8f82b3a9,Diploma,0,"adobe xd, prototyping, user research",product strategy,,university,0,none,UI/UX Designer
a4f4a7b0,BSc,4,"data analysis, numpy, machine learning, business analysis, tableau",machine learning,Coursera ML,university,4,data,Data Scientist
93f3adb7,MBA,0,"content writing, digital marketing, ads, sql",business intelligence,Google Analytics,self-taught,0,none,Digital Marketer
4d81f28e,BCA,2,"dart, javascript, rest apis, flutter",frontend development,Apple Swift,online-course,4,mobile,Mobile Developer
619df464,Diploma,0,"figma, sketch, wireframing, design systems, adobe xd",frontend development,Meta Front-End Developer,university,0,none,UI/UX Designer
efe7d079,BCA,0,"adobe xd, product management, wireframing, css, statistics",product strategy,,university,0,none,UI/UX Designer
4e6176a7,MBA,2,"docker, ansible, ci/cd, terraform, bash, aws, linux",backend development,Google Cloud Professional,bootcamp,5,devops,DevOps Engineer
b7ee36cf,MCA,7,"react native, dart, javascript, android, flutter",frontend development,Google Associate Android,bootcamp,8,mobile,Mobile Developer
9a84355c,BBA,7,"linux, terraform, bash, docker, ci/cd",backend development,Kubernetes CKA,self-taught,9,devops,DevOps Engineer
0f8cc84d,MBA,3,"docker, linux, kubernetes, cloud computing, networking",backend development,AWS Solutions Architect,online-course,4,cloud,Cloud Engineer
f3de44a4,MBA,3,"google analytics, ads, content writing, seo, excel",product strategy,HubSpot Marketing,self-taught,3,marketing,Digital Marketer
6d8f6471,BSc,2,"power bi, digital marketing, google analytics, email marketing, seo, content writing",growth marketing,Coursera Marketing,bootcamp,5,marketing,Digital Marketer
fb070d79,BBA,4,"deep learning, spark, python, pytorch, tensorflow",machine learning,,university,6,ml,ML Engineer
ff1fe73b,BCA,1,"javascript, nodejs, css, sass",ux research,,university,0,none,Web Developer
bce019ba,BSc,7,"deep learning, python, statistics, power bi, data analysis",business intelligence,,workplace,4,data,Data Scientist
8a316d81,MCA,8,"terraform, docker, kubernetes, cloud computing, python",cloud infrastructure,AWS DevOps,university,8,cloud,Cloud Engineer
3fb4e02f,Diploma,3,"adobe xd, css, wireframing, user research, javascript",ux research,Google UX Design,workplace,5,design,UI/UX Designer
98f86a12,MBA,8,"ci/cd, terraform, ansible, kubernetes, docker",cloud infrastructure,Kubernetes CKA,workplace,8,devops,DevOps Engineer
e0754d66,BTech,3,"prometheus, ci/cd, linux",devops,,university,5,devops,DevOps Engineer
c5f838c5,BBA,8,"product management, wireframing, agile",product strategy,Scrum Master,workplace,5,business,Product Manager
a0738a32,MCA,7,"linux, python, aws, azure, cloud computing",backend development,Google Cloud Professional,university,6,cloud,Cloud Engineer
1a5a5266,BTech,3,"sql, feature engineering, docker, tensorflow, machine learning",data engineering,,university,2,ml,ML Engineer
0ee7de8c,BBA,8,"tableau, business analysis, sql, excel",growth marketing,,university,9,business,Business Analyst
8fa1d03a,BCA,2,"firebase, react native, rest apis, kotlin, user research",frontend development,,workplace,4,mobile,Mobile Developer
69c8cc8b,BTech,3,"linux, docker, git",devops,,university,2,devops,DevOps Engineer
c9f28e5f,BCA,5,"mongodb, nodejs, java, rest apis, redis",cloud infrastructure,,online-course,6,web,Backend Developer
ddd6ad5e,MCA,7,"product management, agile, okrs, excel, business analysis, roadmapping, data analysis",business intelligence,,workplace,4,business,Product Manager
d4f7f45b,BTech,1,"docker, linux, kubernetes, ansible, aws",backend development,,university,1,cloud,Cloud Engineer
b4658166,BBA,4,"business analysis, roadmapping, python, agile",product strategy,PMP,online-course,2,business,Product Manager
f8cf3417,BCA,1,"excel, ads, seo, digital marketing, content writing, sql, statistics",growth marketing,,workplace,0,none,Digital Marketer
11057999,MBA,1,"webpack, html, react, sass",ux research,,online-course,0,none,Web Developer
889dd2e4,BCA,3,"typescript, css, html, sql",frontend development,,university,4,web,Full Stack Developer
f3bf15e3,BBA,6,"power bi, tableau, business analysis, excel, agile, python",business intelligence,,self-taught,6,business,Business Analyst
e1ee3a21,BCA,6,"postgresql, sql, java, nodejs",cloud infrastructure,,university,7,web,Backend Developer
49593a82,Diploma,0,"javascript, android, react native, docker",frontend development,,online-course,0,none,Mobile Developer
90426dd3,BBA,2,"css, react, javascript, html, webpack",ux research,,bootcamp,4,web,Web Developer
ccf0d47e,BBA,3,"agile, requirements gathering, jira",product strategy,Microsoft Power BI,university,4,business,Business Analyst
9dae9521,Diploma,0,"adobe xd, user research, prototyping, figma",ux research,,university,0,none,UI/UX Designer
6feb1720,BBA,5,"rest apis, python, microservices, terraform",backend development,Udemy Web Dev,university,6,web,Backend Developer
d2cb1b3a,MBA,2,"networking, penetration testing, linux",backend development,AWS Security,online-course,3,security,Cybersecurity Analyst
e8c424ce,BSc,1,"power bi, statistics, sql, deep learning, machine learning",data engineering,Coursera ML,university,2,data,Data Scientist
91e734b0,Diploma,3,"flutter, firebase, swift, ios",mobile development,Flutter Certified,university,2,mobile,Mobile Developer
6c333483,MCA,7,"spark, tensorflow, docker, machine learning, data analysis",machine learning,,online-course,7,ml,ML Engineer
618d7175,Diploma,2,"firebase, javascript, react native, swift",mobile development,,online-course,5,mobile,Mobile Developer
28296977,BTech,4,"pytorch, machine learning, kubernetes, sql",data engineering,,workplace,5,ml,ML Engineer
95c66103,BBA,3,"jira, product management, process mapping, sql",business intelligence,CBAP,university,3,business,Business Analyst
96df0039,MCA,6,"pytorch, mlflow, deep learning, kubernetes",machine learning,,workplace,5,ml,ML Engineer
4bf6a906,MBA,5,"sql, numpy, statistics, agile",data engineering,,online-course,6,data,Data Scientist
f3f7eff4,BTech,5,"r, tableau, python, power bi, sql, data analysis",data engineering,Tableau Desktop,online-course,7,data,Data Analyst
1b872dcb,BSc,1,"pandas, r, data analysis, excel, sql",business intelligence,Tableau Desktop,workplace,2,data,Data Analyst
569044fb,Diploma,0,"mongodb, html, docker, sql",devops,freeCodeCamp,university,0,none,Full Stack Developer
e5c8a595,BCA,1,"typescript, nodejs, mongodb, react, sql",devops,Coursera ML,online-course,3,web,Full Stack Developer
b3e07c30,BTech,4,"docker, tensorflow, python, machine learning",machine learning,AWS ML Specialty,university,5,ml,ML Engineer
4df573d1,BBA,3,"jira, excel, agile, user research",product strategy,PMP,workplace,2,business,Product Manager
d40038a8,Diploma,1,"git, css, sass, javascript",frontend development,Google UX Design,online-course,2,web,Web Developer
989a17a1,Diploma,0,"sass, git, html, javascript",mobile development,,university,3,web,Web Developer
5b52cc8b,BCA,1,"java, mongodb, docker, rest apis",devops,,workplace,0,none,Backend Developer
1747b499,MBA,0,"jira, tableau, business analysis, requirements gathering",business intelligence,Meta Front-End Developer,bootcamp,0,none,Business Analyst
b177c210,BCA,3,"networking, cryptography, linux, firewall, cybersecurity, cloud computing, ethical hacking",backend development,,self-taught,5,security,Cybersecurity Analyst
c1103e9f,BCA,1,"kotlin, ios, dart, react native, excel",mobile development,,self-taught,3,mobile,Mobile Developer
3c444c00,MCA,8,"linux, ethical hacking, siem",backend development,CISSP,university,5,security,Cybersecurity Analyst
02c7d015,BCA,4,"python, linux, cybersecurity, react",cybersecurity,,online-course,2,security,Cybersecurity Analyst
61652edc,BBA,4,"docker, html, css, adobe xd",devops,,workplace,3,web,Full Stack Developer
3c9a9e09,BSc,6,"jira, okrs, roadmapping, user research",business intelligence,Coursera PM,university,6,business,Product Manager
0cd546ec,MCA,3,"data analysis, tableau, machine learning, sql, numpy",business intelligence,,workplace,3,data,Data Scientist
73d5a9f4,MBA,5,"email marketing, excel, content writing, digital marketing, seo",product strategy,HubSpot Marketing,workplace,4,marketing,Digital Marketer
7c67282a,MBA,7,"python, feature engineering, machine learning, kubernetes, linux, tensorflow",machine learning,Coursera ML,online-course,8,ml,ML Engineer
d7878400,BTech,7,"business analysis, sql, statistics, power bi, python",business intelligence,DeepLearning.AI,self-taught,5,data,Data Scientist
5483c7a5,BTech,6,"dart, git, flutter, javascript, react native, rest apis",backend development,Google Associate Android,workplace,5,mobile,Mobile Developer
f14a1ade,BTech,7,"sql, data analysis, statistics, machine learning, power bi",machine learning,IBM Data Science,online-course,8,data,Data Scientist
ce6c2923,BCA,3,"figma, next.js, react, css",ux research,freeCodeCamp,university,5,web,Web Developer
441ef79a,MCA,3,"social media, content writing, digital marketing, power bi, google analytics",business intelligence,,online-course,5,marketing,Digital Marketer
4e979c0d,MCA,3,"tableau, python, machine learning, power bi",data engineering,Coursera ML,university,3,data,Data Scientist
59648e3c,BTech,4,"google cloud, networking, docker, cloud computing",cloud infrastructure,Azure Fundamentals,university,5,cloud,Cloud Engineer
cccb5549,MBA,5,"python, roadmapping, product management, excel, user research",product strategy,Scrum Master,university,6,business,Product Manager
635e3ab2,BTech,4,"html, docker, mongodb, css, react",backend development,freeCodeCamp,workplace,4,web,Full Stack Developer
e3752bbd,BTech,7,"cybersecurity, linux, penetration testing, networking, cloud computing",backend development,,workplace,7,security,Cybersecurity Analyst
175d389b,MBA,5,"linux, python, ethical hacking, cybersecurity",cybersecurity,CEH Ethical Hacking,self-taught,6,security,Cybersecurity Analyst
a7610645,MBA,0,"digital marketing, content writing, ads, seo",business intelligence,Coursera Marketing,bootcamp,2,marketing,Digital Marketer
9ada954e,BSc,6,"deep learning, pandas, data analysis, python",business intelligence,IBM Data Science,university,6,data,Data Scientist
efb36eaa,BTech,3,"ci/cd, docker, ansible, jenkins",backend development,Azure DevOps,university,3,devops,DevOps Engineer
2b5f736d,BSc,1,"sql, r, tableau, data analysis, python",data engineering,Microsoft Power BI,online-course,1,data,Data Analyst
ccffc6b9,Diploma,3,"networking, siem, linux",cloud infrastructure,CISSP,university,2,security,Cybersecurity Analyst
e5ac2830,BSc,4,"machine learning, mlflow, deep learning",devops,,university,2,ml,ML Engineer
97c76854,MCA,4,"statistics, numpy, python, sql",business intelligence,DeepLearning.AI,university,2,data,Data Scientist
6c487457,BSc,4,"html, prototyping, figma, wireframing, machine learning",frontend development,Meta Front-End Developer,workplace,3,design,UI/UX Designer
7053eac4,BSc,3,"tableau, r, excel",business intelligence,Microsoft Power BI,workplace,3,data,Data Analyst
bf35b3a2,BBA,5,"product management, excel, data analysis, business analysis",product strategy,Coursera PM,workplace,3,business,Product Manager
55a6fa09,Diploma,5,"javascript, firebase, android",frontend development,Flutter Certified,university,6,mobile,Mobile Developer
b90ccaea,BSc,5,"feature engineering, python, pytorch",machine learning,TensorFlow Developer,university,4,ml,ML Engineer
0f45097f,BBA,2,"cloud computing, networking, ethical hacking, python, cybersecurity",backend development,CEH Ethical Hacking,online-course,4,security,Cybersecurity Analyst
ee5be914,BSc,1,"react, javascript, next.js",mobile development,Google UX Design,workplace,3,web,Web Developer
3b0262c8,Diploma,4,"microservices, nodejs, java, sql, rest apis",devops,,online-course,4,web,Backend Developer
99fa6caf,Diploma,1,"html, user research, figma",ux research,Interaction Design Foundation,workplace,1,design,UI/UX Designer
d938910e,BCA,7,"data analysis, python, statistics, pandas",machine learning,IBM Data Science,online-course,7,data,Data Scientist
c391e627,Diploma,1,"design systems, adobe xd, user research, figma",ux research,Meta Front-End Developer,university,2,design,UI/UX Designer
b2c64bf1,BBA,6,"sql, content writing, google analytics, excel, seo",business intelligence,,university,3,marketing,Digital Marketer
8f0fe97e,MCA,2,"linux, microservices, java, postgresql, nodejs",backend development,,online-course,4,web,Backend Developer
4cc135c6,BCA,1,"firebase, android, kotlin, dart",mobile development,Google Associate Android,university,0,none,Mobile Developer
e263f2d1,BTech,4,"aws, azure, linux, kubernetes, product management",backend development,Google Cloud Professional,self-taught,2,cloud,Cloud Engineer
1a0e90db,BBA,0,"wireframing, figma, adobe xd, css, javascript, design systems, html",product strategy,Meta Front-End Developer,workplace,3,design,UI/UX Designer
141d0615,Diploma,0,"adobe xd, css, ui/ux",product strategy,,workplace,1,design,UI/UX Designer
7a45d6b6,BSc,0,"html, typescript, sql, css, agile",frontend development,,bootcamp,1,web,Full Stack Developer
ceb99a26,BSc,4,"machine learning, numpy, sql, excel, statistics",machine learning,,workplace,5,data,Data Scientist
f339b8fa,BTech,8,"nodejs, next.js, html, docker",devops,,online-course,6,web,Full Stack Developer
7dd1e13a,Diploma,2,"sql, python, tableau, power bi",machine learning,Google Data Analytics,online-course,3,data,Data Analyst
2881be84,BCA,2,"python, java, microservices, nodejs",devops,Udemy Web Dev,online-course,4,web,Backend Developer
359a866a,Diploma,4,"jira, power bi, agile, excel, tableau, wireframing",product strategy,,online-course,4,business,Business Analyst
b50b232b,BTech,4,"aws, git, ci/cd, terraform, kubernetes, firebase",backend development,,self-taught,2,devops,DevOps Engineer
208eec61,BBA,4,"nodejs, react, sql, javascript",backend development,AWS Solutions Architect,workplace,5,web,Full Stack Developer
