user_id,education,experience_years,skills,interests,certification,target_career
1cd87893,BCA,0,"['digital marketing', 'content writing', 'seo']",['marketing'],Azure Fundamentals,Digital Marketer
44843f47,MBA,10,"['css', 'java', 'javascript', 'networking', 'azure', 'nodejs', 'sql']",['web development'],Azure Fundamentals,Backend Developer
3df63783,BCA,7,"['machine learning', 'html', 'figma']",['design'],Udemy Web Dev,UI/UX Designer
f3ae7ce3,BTech,9,"['react', 'machine learning', 'python', 'azure', 'data analysis', 'sql']",['data'],None,Data Scientist
136fe696,BTech,6,"['cybersecurity', 'machine learning', 'python', 'data analysis', 'sql']",['data'],Google Data Analytics,Data Scientist
57c4599d,BTech,8,"['digital marketing', 'content writing', 'machine learning', 'azure', 'sql']",['marketing'],Azure Fundamentals,Digital Marketer
cd02f97e,MCA,9,"['nodejs', 'data analysis', 'python']",['ai'],Coursera ML,ML Engineer
26e6d71c,BTech,9,"['machine learning', 'tableau', 'content writing', 'seo']",['marketing'],Azure Fundamentals,Digital Marketer
ce58aea4,BSc,6,"['product management', 'sql', 'figma']",['web development'],Google Data Analytics,Backend Developer
25b47373,BSc,6,"['networking', 'cybersecurity', 'aws']",['security'],Coursera ML,Cybersecurity Analyst
afc9ce74,Diploma,2,"['product management', 'tableau', 'seo', 'java', 'machine learning', 'sql']",['web development'],Coursera ML,Backend Developer
b002c565,MCA,6,"['ui/ux', 'azure', 'figma']",['design'],Azure Fundamentals,UI/UX Designer
c6131f87,BCA,9,"['figma', 'tableau', 'seo', 'ui/ux', 'python', 'data analysis']",['design'],Coursera ML,UI/UX Designer
b760f7f5,Diploma,5,"['digital marketing', 'tableau', 'content writing']",['marketing'],Google Data Analytics,Digital Marketer
3686214b,BTech,0,"['cybersecurity', 'digital marketing', 'content writing', 'seo', 'ui/ux']",['marketing'],None,Digital Marketer
ad0622c8,MCA,0,"['networking', 'sql', 'seo']",['web development'],Azure Fundamentals,Backend Developer
9892cfeb,Diploma,4,"['c++', 'figma', 'digital marketing', 'content writing', 'seo', 'azure']",['marketing'],Azure Fundamentals,Digital Marketer
3332523c,BTech,2,"['react', 'cloud computing', 'python', 'azure', 'sql']",['ai'],AWS Certification,Cloud Engineer
30f07752,BTech,1,"['c++', 'cybersecurity', 'figma', 'tableau', 'content writing', 'networking']",['security'],AWS Certification,Cybersecurity Analyst
63309ff4,MCA,9,"['aws', 'product management', 'excel', 'azure', 'business']",['business'],Google Data Analytics,Product Manager
75563fa4,Diploma,3,"['ui/ux', 'power bi', 'java']",['design'],Google Data Analytics,UI/UX Designer
e09e66a7,BSc,3,"['javascript', 'tableau', 'html', 'nodejs']",['web development'],Udemy Web Dev,Web Developer
0947ae47,MCA,8,"['cybersecurity', 'digital marketing', 'content writing', 'seo', 'nodejs']",['marketing'],Google Data Analytics,Digital Marketer
5f4b98e1,BSc,1,"['ui/ux', 'react', 'css', 'figma']",['design'],Azure Fundamentals,UI/UX Designer
2d37c98b,MBA,7,"['cloud computing', 'content writing', 'seo']",['marketing'],Google Data Analytics,Digital Marketer
64b94bc5,BSc,3,"['javascript', 'react', 'python', 'html']",['web development'],None,Web Developer
1820c2b5,Diploma,9,"['c++', 'figma', 'react', 'javascript', 'cloud computing', 'sql']",['web development'],Coursera ML,Web Developer
83e58a7c,Diploma,10,"['cybersecurity', 'seo', 'java', 'html']",['marketing'],AWS Certification,Digital Marketer
5022c057,BSc,0,"['networking', 'cloud computing']",['ai'],None,Cloud Engineer
84e7d84e,BCA,7,"['css', 'figma', 'java', 'data analysis', 'sql']",['web development'],Google Data Analytics,Backend Developer
c69be773,MCA,2,"['ui/ux', 'figma']",['design'],Azure Fundamentals,UI/UX Designer
a88476bf,Diploma,8,"['c++', 'python', 'azure']",['ai'],AWS Certification,ML Engineer
d800ba08,Diploma,0,"['cybersecurity', 'tableau', 'content writing', 'machine learning', 'excel']",['security'],AWS Certification,Cybersecurity Analyst
0e6d6073,BSc,2,"['machine learning', 'data analysis', 'python', 'excel']",['ai'],AWS Certification,Data Scientist
a5cd53fc,BTech,6,"['networking', 'data analysis', 'html', 'digital marketing']",['security'],Google Data Analytics,Cybersecurity Analyst
a0522eb0,BTech,4,"['ui/ux', 'nodejs', 'tableau']",['web development'],Google Data Analytics,Backend Developer
5c965ee6,Diploma,10,"['cybersecurity', 'react', 'tableau', 'machine learning', 'python', 'data analysis', 'sql']",['data'],Google Data Analytics,Data Scientist
ed98df9a,MCA,10,"['aws', 'figma', 'html', 'networking', 'nodejs']",['security'],Coursera ML,Cybersecurity Analyst
71bfd159,Diploma,7,"['css', 'product management', 'digital marketing', 'content writing', 'seo']",['marketing'],None,Digital Marketer
328d9609,BSc,10,"['javascript', 'deep learning', 'python']",['ai'],Google Data Analytics,ML Engineer
862c182b,BCA,1,"['machine learning', 'excel', 'python', 'figma']",['design'],Azure Fundamentals,UI/UX Designer
082aff18,MCA,1,"['aws', 'c++', 'content writing', 'machine learning', 'deep learning', 'python', 'nodejs', 'sql']",['ai'],Azure Fundamentals,ML Engineer
57d69986,BCA,8,"['css', 'javascript', 'digital marketing', 'data analysis']",['web development'],AWS Certification,Web Developer
f3c0de5c,BSc,4,"['product management', 'nodejs', 'networking', 'sql']",['web development'],None,Backend Developer
57f21eea,Diploma,2,"['power bi', 'aws', 'cybersecurity', 'cloud computing', 'azure']",['ai'],None,Cloud Engineer
0a8a4667,BCA,10,"['content writing', 'ui/ux', 'machine learning', 'data analysis', 'sql']",['data'],Google Data Analytics,Data Scientist
9e0aaa5a,BTech,10,"['product management', 'aws', 'tableau', 'seo']",['business'],AWS Certification,Product Manager
dfd4b68a,BSc,2,"['figma', 'digital marketing', 'react', 'ui/ux', 'machine learning', 'networking']",['design'],None,UI/UX Designer
5ce5817e,BCA,6,"['css', 'html', 'machine learning', 'networking', 'python', 'data analysis', 'sql']",['ai'],Coursera ML,Data Scientist
add695db,BSc,5,"['power bi', 'digital marketing', 'react', 'html', 'javascript', 'cloud computing', 'python']",['web development'],AWS Certification,Web Developer
52033082,MBA,6,"['aws', 'digital marketing', 'machine learning', 'deep learning', 'python', 'nodejs', 'data analysis']",['ai'],None,ML Engineer
9dfba96b,BTech,9,"['power bi', 'product management', 'cloud computing', 'excel', 'python', 'business']",['business'],Google Data Analytics,Product Manager
597a623c,BCA,8,"['networking', 'content writing', 'cybersecurity']",['security'],Coursera ML,Cybersecurity Analyst
6d857db7,BTech,5,"['data analysis', 'python', 'java']",['ai'],Google Data Analytics,ML Engineer
f70793c5,BCA,2,"['aws', 'product management', 'digital marketing', 'react', 'java', 'python']",['ai'],Coursera ML,ML Engineer
1ab139b5,BCA,6,"['deep learning', 'sql', 'python', 'java']",['data'],Udemy Web Dev,Data Scientist
c4e68fca,Diploma,0,"['css', 'power bi', 'cybersecurity', 'html', 'ui/ux', 'javascript']",['web development'],Google Data Analytics,Web Developer
9e5ffb76,Diploma,6,"['product management', 'sql', 'content writing', 'python']",['marketing'],None,Digital Marketer
05e273cc,MCA,3,"['nodejs', 'machine learning', 'deep learning', 'aws']",['ai'],Azure Fundamentals,ML Engineer
4bb77f10,BTech,10,"['power bi', 'figma', 'content writing', 'excel', 'sql']",['marketing'],Udemy Web Dev,Digital Marketer
edaee2cc,Diploma,2,"['product management', 'deep learning', 'sql', 'azure']",['ai'],None,ML Engineer
bcef3a60,Diploma,3,"['aws', 'machine learning', 'deep learning', 'excel', 'sql']",['ai'],AWS Certification,ML Engineer
c20207ea,Diploma,0,"['css', 'react', 'html']",['web development'],Azure Fundamentals,Web Developer
7fbc6d3d,BCA,8,"['ui/ux', 'machine learning', 'python', 'azure', 'data analysis', 'sql']",['data'],None,Data Scientist
7f51aa1c,MCA,10,"['digital marketing', 'deep learning']",['ai'],Azure Fundamentals,ML Engineer
022c6d75,BSc,5,"['seo', 'html', 'azure']",['marketing'],AWS Certification,Digital Marketer
112924e3,Diploma,4,"['tableau', 'excel', 'azure']",['business'],Azure Fundamentals,Product Manager
e1b4f210,BTech,9,"['aws', 'figma', 'tableau', 'java', 'cloud computing', 'nodejs', 'sql']",['web development'],Azure Fundamentals,Backend Developer
b89de73d,BCA,3,"['power bi', 'product management', 'digital marketing', 'html', 'networking', 'excel', 'business']",['business'],Udemy Web Dev,Product Manager
4d77e99a,BSc,4,"['power bi', 'cybersecurity']",['security'],Google Data Analytics,Cybersecurity Analyst
12ab3696,BCA,2,"['networking', 'digital marketing']",['security'],Udemy Web Dev,Cybersecurity Analyst
4cdfbab5,BSc,4,"['javascript', 'deep learning', 'content writing', 'figma']",['design'],None,UI/UX Designer
e1029aeb,MBA,2,"['power bi', 'figma', 'java', 'azure']",['ai'],None,Cloud Engineer
f69e1dca,BCA,10,"['product management', 'digital marketing', 'tableau', 'business']",['business'],Azure Fundamentals,Product Manager
2e22b3ab,Diploma,9,"['ui/ux', 'cybersecurity']",['security'],Azure Fundamentals,Cybersecurity Analyst
8e5820a1,MBA,7,"['cloud computing', 'data analysis', 'sql', 'python']",['ai'],AWS Certification,Data Scientist
55a27b62,BCA,3,"['aws', 'tableau', 'machine learning', 'deep learning', 'python']",['ai'],None,ML Engineer
eba719df,MCA,0,"['product management', 'networking', 'cybersecurity', 'java']",['security'],Udemy Web Dev,Cybersecurity Analyst
da22bf5d,BCA,8,"['c++', 'product management', 'cloud computing', 'excel', 'nodejs']",['ai'],None,Cloud Engineer
da2e3895,Diploma,3,"['ui/ux', 'machine learning', 'tableau', 'aws']",['design'],Coursera ML,UI/UX Designer
fa25ccf9,BCA,8,"['machine learning', 'aws', 'deep learning']",['ai'],Coursera ML,ML Engineer
3ea6e7a8,Diploma,4,"['cybersecurity', 'react', 'html', 'excel', 'azure']",['web development'],None,Web Developer
be627e01,Diploma,6,"['react', 'java']",['web development'],Google Data Analytics,Backend Developer
558f5695,BTech,5,"['machine learning', 'data analysis', 'sql', 'python']",['ai'],Azure Fundamentals,Data Scientist
faa5b5dc,BSc,10,"['ui/ux', 'machine learning', 'networking', 'python', 'azure', 'nodejs', 'data analysis', 'sql']",['data'],Udemy Web Dev,Data Scientist
0ca9c3f5,BSc,10,"['product management', 'javascript', 'cybersecurity']",['web development'],Coursera ML,Web Developer
0cd2e911,BCA,10,"['digital marketing', 'java', 'networking']",['marketing'],Google Data Analytics,Digital Marketer
ed9267ad,MCA,5,"['css', 'deep learning', 'sql', 'cloud computing']",['ai'],Udemy Web Dev,ML Engineer
5e4acf66,MBA,7,"['machine learning', 'aws', 'deep learning', 'python']",['ai'],None,ML Engineer
6e41b2d0,BTech,0,"['css', 'aws', 'figma', 'ui/ux', 'nodejs']",['design'],Udemy Web Dev,UI/UX Designer
a0f650d2,BCA,8,"['figma', 'digital marketing', 'ui/ux', 'javascript', 'python']",['web development'],Coursera ML,Web Developer
ee25f4e4,Diploma,5,"['aws', 'tableau', 'machine learning', 'cloud computing', 'deep learning', 'azure']",['ai'],None,Cloud Engineer
54efabd6,Diploma,2,"['machine learning', 'deep learning', 'python', 'aws']",['ai'],None,ML Engineer
f773a977,BTech,4,"['ui/ux', 'nodejs', 'machine learning', 'figma']",['design'],None,UI/UX Designer
91f1f54f,BCA,8,"['power bi', 'python']",['ai'],Udemy Web Dev,Data Scientist
2db921d2,MCA,2,"['aws', 'figma', 'product management', 'digital marketing', 'machine learning', 'excel']",['ai'],AWS Certification,ML Engineer
7b5bec8a,MCA,1,"['product management', 'react', 'business', 'azure']",['business'],Azure Fundamentals,Product Manager
ea9e772e,Diploma,5,"['nodejs', 'digital marketing', 'content writing', 'seo']",['marketing'],Google Data Analytics,Digital Marketer
eacc0b93,MBA,2,"['networking', 'java']",['security'],Coursera ML,Cybersecurity Analyst
a816b88e,BCA,2,"['machine learning', 'cloud computing', 'python', 'data analysis', 'sql']",['data'],AWS Certification,Data Scientist
778ab916,BTech,9,"['javascript', 'react', 'python', 'html']",['web development'],Azure Fundamentals,Web Developer
252962c4,MBA,5,"['aws', 'deep learning', 'python', 'tableau']",['ai'],AWS Certification,ML Engineer
8c014ce1,BCA,4,"['aws', 'c++', 'html', 'networking', 'python']",['data'],None,Data Scientist
51537d9a,BCA,6,"['digital marketing', 'sql']",['web development'],AWS Certification,Backend Developer
e27ecb28,BCA,10,"['figma', 'aws', 'cloud computing', 'azure']",['ai'],Azure Fundamentals,Cloud Engineer
24592cf0,MBA,7,"['react', 'java', 'azure', 'nodejs', 'sql']",['web development'],Udemy Web Dev,Backend Developer
2937e312,MCA,8,"['deep learning', 'azure', 'figma']",['design'],Azure Fundamentals,UI/UX Designer
31c66c8d,MCA,5,"['figma', 'digital marketing', 'seo', 'java', 'excel', 'nodejs']",['web development'],Coursera ML,Backend Developer
bd538a9e,BSc,5,"['ui/ux', 'digital marketing']",['design'],Azure Fundamentals,UI/UX Designer
c765c7e8,Diploma,7,"['aws', 'html', 'machine learning', 'deep learning', 'python']",['ai'],Coursera ML,ML Engineer
7f9ba0f6,BSc,2,"['javascript', 'networking', 'python', 'cybersecurity']",['security'],Azure Fundamentals,Cybersecurity Analyst
a539e40a,BCA,0,"['ui/ux', 'javascript', 'figma']",['design'],Google Data Analytics,UI/UX Designer
8aad0023,Diploma,5,"['product management', 'nodejs', 'java']",['web development'],None,Backend Developer
b8edb0c7,BTech,8,"['css', 'seo', 'html', 'javascript', 'networking']",['web development'],Azure Fundamentals,Web Developer
612298aa,BTech,5,"['ui/ux', 'sql']",['design'],None,UI/UX Designer
25fd3b34,Diploma,0,"['css', 'figma', 'react', 'html', 'javascript']",['web development'],Coursera ML,Web Developer
d7cc8318,MCA,1,"['product management', 'java', 'machine learning', 'python', 'azure', 'business']",['business'],None,Product Manager
7733c726,MCA,6,"['power bi', 'aws', 'digital marketing', 'content writing', 'data analysis']",['ai'],Azure Fundamentals,ML Engineer
0facb540,BTech,8,"['power bi', 'aws', 'java', 'cloud computing', 'azure', 'nodejs']",['ai'],AWS Certification,Cloud Engineer
f029e327,Diploma,0,"['machine learning', 'data analysis', 'python', 'html']",['ai'],Google Data Analytics,Data Scientist
64b1ba74,MCA,1,"['content writing', 'java', 'machine learning', 'deep learning', 'python', 'azure', 'data analysis', 'sql']",['data'],Google Data Analytics,Data Scientist
7914c5d0,MCA,9,"['css', 'cybersecurity', 'c++', 'react', 'html', 'javascript', 'sql']",['web development'],AWS Certification,Web Developer
0ca3304a,MBA,5,"['aws', 'sql', 'c++']",['data'],Google Data Analytics,Data Scientist
7a3def83,MBA,1,"['aws', 'cybersecurity', 'digital marketing', 'ui/ux', 'machine learning', 'data analysis']",['ai'],Google Data Analytics,Data Scientist
e27d42a4,MBA,10,"['css', 'digital marketing', 'content writing', 'figma']",['marketing'],Coursera ML,Digital Marketer
b60f1272,MBA,8,"['aws', 'content writing', 'machine learning', 'deep learning', 'python', 'nodejs']",['ai'],Azure Fundamentals,ML Engineer
8c1ed7dc,BTech,1,"['aws', 'react', 'content writing', 'machine learning', 'deep learning', 'python', 'excel']",['ai'],Google Data Analytics,ML Engineer
07db2c5c,BTech,6,"['cloud computing', 'cybersecurity', 'azure']",['ai'],Google Data Analytics,Cloud Engineer
5eb0b86c,MBA,0,"['digital marketing', 'content writing', 'c++', 'seo']",['marketing'],AWS Certification,Digital Marketer
06033c33,BTech,1,"['css', 'power bi', 'react', 'tableau', 'html', 'javascript', 'python']",['web development'],Coursera ML,Web Developer
984ed423,Diploma,5,"['aws', 'cloud computing', 'cybersecurity', 'azure']",['ai'],Coursera ML,Cloud Engineer
71a2d7db,BTech,4,"['javascript', 'networking', 'digital marketing', 'sql']",['security'],Udemy Web Dev,Cybersecurity Analyst
8d5502eb,BCA,3,"['css', 'javascript', 'react', 'html']",['web development'],None,Web Developer
7ed6f436,BSc,1,"['digital marketing', 'sql', 'java', 'html']",['web development'],Azure Fundamentals,Backend Developer
069d6b06,BTech,0,"['aws', 'figma', 'product management', 'tableau', 'ui/ux', 'data analysis']",['design'],None,UI/UX Designer
bd59662b,BSc,5,"['product management', 'digital marketing', 'java', 'excel', 'azure']",['business'],Azure Fundamentals,Product Manager
b84fac7e,BCA,0,"['aws', 'cybersecurity', 'product management', 'networking', 'excel', 'data analysis', 'business']",['business'],Azure Fundamentals,Product Manager
530ad0df,MCA,4,"['aws', 'digital marketing', 'python', 'tableau']",['ai'],None,Cloud Engineer
b6af3841,BCA,4,"['css', 'deep learning', 'react', 'java']",['web development'],Azure Fundamentals,Web Developer
b19b24e4,Diploma,0,"['aws', 'c++', 'machine learning', 'cloud computing', 'python', 'sql']",['data'],Azure Fundamentals,Data Scientist
ea624a57,BCA,8,"['react', 'tableau', 'figma']",['design'],Google Data Analytics,UI/UX Designer
8beb79a0,MCA,7,"['javascript', 'figma']",['web development'],Google Data Analytics,Web Developer
74c32dda,MBA,6,"['aws', 'java']",['ai'],Udemy Web Dev,Cloud Engineer
8281bbe5,MCA,7,"['digital marketing', 'c++']",['marketing'],Google Data Analytics,Digital Marketer
85f74b5f,MCA,2,"['aws', 'product management', 'react', 'cloud computing', 'azure', 'nodejs']",['ai'],Udemy Web Dev,Cloud Engineer
32480b62,BCA,5,"['power bi', 'java', 'machine learning', 'cloud computing', 'python', 'azure', 'data analysis', 'sql']",['ai'],None,Data Scientist
a4951049,BCA,8,"['product management', 'networking', 'content writing', 'cybersecurity']",['security'],None,Cybersecurity Analyst
39b84832,BCA,7,"['networking', 'java']",['security'],AWS Certification,Cybersecurity Analyst
d544db5b,MBA,8,"['power bi', 'aws', 'cybersecurity', 'deep learning', 'python', 'sql']",['ai'],Udemy Web Dev,ML Engineer
911c9b59,MBA,7,"['ui/ux', 'nodejs', 'digital marketing', 'figma']",['design'],Udemy Web Dev,UI/UX Designer
b44ec5cb,BTech,4,"['product management', 'aws', 'digital marketing', 'content writing']",['marketing'],Coursera ML,Digital Marketer
a4b64c27,Diploma,1,"['aws', 'java', 'python', 'azure', 'nodejs', 'sql']",['web development'],Google Data Analytics,Backend Developer
8871a06c,BCA,10,"['aws', 'cloud computing', 'content writing', 'azure']",['ai'],Udemy Web Dev,Cloud Engineer
ac55b61d,MBA,5,"['networking', 'seo', 'cybersecurity']",['security'],None,Cybersecurity Analyst
35a9098b,MBA,2,"['aws', 'figma', 'machine learning', 'deep learning', 'python']",['ai'],Azure Fundamentals,ML Engineer
324ccd07,MBA,3,"['java', 'cloud computing', 'excel', 'azure', 'python', 'sql']",['web development'],Coursera ML,Backend Developer
24a4b053,MBA,2,"['power bi', 'aws', 'react', 'cloud computing', 'deep learning', 'azure']",['ai'],AWS Certification,Cloud Engineer
4883dd31,BSc,1,"['power bi', 'c++', 'product management', 'html', 'excel']",['web development'],Udemy Web Dev,Web Developer
c619cc8f,Diploma,3,"['product management', 'react', 'tableau', 'ui/ux', 'python', 'data analysis']",['data'],Udemy Web Dev,Data Scientist
2026e612,BCA,0,"['css', 'digital marketing', 'react', 'html', 'javascript', 'deep learning', 'data analysis']",['web development'],AWS Certification,Web Developer
31b99697,Diploma,7,"['aws', 'cybersecurity', 'html', 'machine learning', 'deep learning', 'cloud computing', 'sql']",['ai'],Azure Fundamentals,ML Engineer
97084002,BSc,5,"['cybersecurity', 'seo', 'html', 'content writing', 'java', 'sql']",['marketing'],Google Data Analytics,Digital Marketer
3d954d9b,MCA,7,"['product management', 'cloud computing', 'business']",['business'],None,Product Manager
f9d6f6bb,BCA,4,"['power bi', 'react', 'cybersecurity', 'tableau']",['web development'],AWS Certification,Web Developer
1732303e,BSc,4,"['cloud computing', 'python']",['data'],Google Data Analytics,Data Scientist
5b599ca1,Diploma,3,"['power bi', 'javascript', 'machine learning', 'python', 'data analysis', 'sql']",['data'],Azure Fundamentals,Data Scientist
02adc688,BTech,9,"['power bi', 'css', 'c++', 'machine learning', 'data analysis']",['ai'],AWS Certification,Data Scientist
fd7e7165,BTech,7,"['aws', 'seo', 'java', 'nodejs', 'sql']",['web development'],None,Backend Developer
c0dbd27c,MCA,7,"['cybersecurity', 'react', 'machine learning', 'python', 'sql']",['data'],AWS Certification,Data Scientist
4692c137,MCA,10,"['aws', 'c++', 'product management', 'seo', 'content writing', 'excel']",['marketing'],Google Data Analytics,Digital Marketer
8d181612,MBA,4,"['power bi', 'figma', 'digital marketing', 'java', 'ui/ux']",['design'],Coursera ML,UI/UX Designer
2c2b6d80,MCA,6,"['python', 'sql', 'java', 'figma']",['web development'],None,Backend Developer
51d6bce7,BCA,7,"['power bi', 'digital marketing', 'tableau', 'content writing', 'seo', 'azure', 'nodejs']",['marketing'],Azure Fundamentals,Digital Marketer
37e2a12a,MCA,1,"['product management', 'networking', 'ui/ux', 'cybersecurity']",['business'],AWS Certification,Product Manager
ef79780b,BSc,10,"['power bi', 'java', 'javascript', 'nodejs', 'sql']",['web development'],Google Data Analytics,Backend Developer
35525bed,Diploma,6,"['deep learning', 'sql', 'java']",['ai'],Udemy Web Dev,Data Scientist
543924f1,BSc,5,"['css', 'figma', 'seo', 'machine learning', 'python', 'data analysis', 'sql']",['data'],AWS Certification,Data Scientist
2427c681,BTech,0,"['cybersecurity', 'machine learning', 'react', 'python']",['ai'],Google Data Analytics,Data Scientist
3a2cf5e9,BCA,7,"['product management', 'digital marketing', 'react', 'java', 'business']",['business'],Udemy Web Dev,Product Manager
4e6a7f68,Diploma,0,"['machine learning', 'seo', 'python']",['data'],Udemy Web Dev,Data Scientist
3c25098b,BSc,0,"['seo', 'html', 'machine learning', 'deep learning', 'excel']",['business'],None,Product Manager
5af2a987,Diploma,7,"['css', 'product management', 'digital marketing', 'content writing', 'seo', 'deep learning', 'python']",['marketing'],AWS Certification,Digital Marketer
fbd414bb,BSc,9,"['css', 'aws', 'cloud computing', 'deep learning', 'python', 'nodejs']",['ai'],None,ML Engineer
a0a0670d,MCA,10,"['machine learning', 'data analysis', 'sql', 'html']",['data'],AWS Certification,Data Scientist
03770da1,MBA,8,"['tableau', 'java', 'javascript', 'excel', 'nodejs', 'sql']",['web development'],Udemy Web Dev,Backend Developer
2f1929b6,BTech,4,"['cloud computing', 'sql']",['web development'],Coursera ML,Backend Developer
cbc00592,BSc,2,"['cloud computing', 'excel', 'figma']",['design'],AWS Certification,UI/UX Designer
e8732f23,MCA,2,"['cybersecurity', 'azure']",['ai'],Google Data Analytics,Cloud Engineer
849af165,Diploma,7,"['nodejs', 'digital marketing', 'cloud computing', 'html']",['web development'],AWS Certification,Backend Developer
fdb0e9be,BTech,4,"['cybersecurity', 'digital marketing', 'content writing', 'seo', 'cloud computing']",['marketing'],Azure Fundamentals,Digital Marketer
a3131756,BSc,10,"['nodejs', 'aws', 'cloud computing']",['web development'],Google Data Analytics,Backend Developer
b5576117,MCA,6,"['digital marketing', 'python']",['marketing'],Azure Fundamentals,Digital Marketer
c9805e3d,MCA,3,"['figma', 'seo', 'html', 'content writing', 'ui/ux', 'deep learning']",['design'],Azure Fundamentals,UI/UX Designer
0cb89b20,MCA,10,"['networking', 'cybersecurity', 'html']",['security'],Google Data Analytics,Cybersecurity Analyst
3e521470,Diploma,2,"['product management', 'excel', 'azure']",['business'],Udemy Web Dev,Product Manager
693d356d,BTech,2,"['product management', 'power bi', 'c++', 'java']",['business'],Google Data Analytics,Product Manager
2cba0380,BTech,6,"['product management', 'tableau', 'machine learning', 'cloud computing', 'data analysis', 'sql']",['ai'],Coursera ML,Data Scientist
63e90f27,MBA,4,"['javascript', 'tableau', 'cybersecurity']",['security'],None,Cybersecurity Analyst
e1a10ff2,BTech,2,"['aws', 'figma', 'product management', 'digital marketing', 'ui/ux']",['design'],Azure Fundamentals,UI/UX Designer
109be719,BSc,6,"['product management', 'react', 'seo', 'java', 'html', 'javascript']",['web development'],Coursera ML,Web Developer
991b295a,Diploma,1,"['power bi', 'networking', 'java']",['security'],Azure Fundamentals,Cybersecurity Analyst
d421e881,Diploma,6,"['react', 'html', 'javascript', 'networking', 'python']",['web development'],Google Data Analytics,Web Developer
b7eba594,MCA,9,"['ui/ux', 'cloud computing', 'figma']",['design'],Coursera ML,UI/UX Designer
90f786b9,BTech,2,"['ui/ux', 'content writing', 'c++', 'figma']",['design'],Udemy Web Dev,UI/UX Designer
42d6d626,BSc,3,"['digital marketing', 'html', 'ui/ux', 'networking', 'nodejs']",['security'],Coursera ML,Cybersecurity Analyst
0a1998f2,BCA,1,"['power bi', 'product management', 'seo', 'java']",['web development'],None,Backend Developer
09643f67,BSc,5,"['networking', 'digital marketing']",['security'],Coursera ML,Cybersecurity Analyst
7da05243,BSc,4,"['power bi', 'aws', 'c++', 'machine learning', 'deep learning', 'python']",['ai'],Udemy Web Dev,ML Engineer
192816a6,BCA,7,"['aws', 'digital marketing', 'seo', 'content writing', 'networking']",['marketing'],None,Digital Marketer
332e03b5,Diploma,1,"['css', 'networking', 'cybersecurity', 'java']",['security'],Coursera ML,Cybersecurity Analyst
079e32d7,BSc,4,"['power bi', 'aws', 'digital marketing', 'machine learning', 'deep learning', 'python']",['ai'],Google Data Analytics,ML Engineer
0862273a,BTech,5,"['c++', 'javascript', 'machine learning', 'python', 'data analysis', 'sql']",['data'],Udemy Web Dev,Data Scientist
b59f974f,MBA,8,"['power bi', 'c++', 'react', 'html', 'javascript', 'networking', 'sql']",['web development'],None,Web Developer
cc7d7da3,BSc,4,"['c++', 'machine learning', 'python', 'data analysis', 'sql']",['ai'],Udemy Web Dev,Data Scientist
e86fb9b8,MCA,4,"['css', 'networking', 'react', 'html']",['web development'],AWS Certification,Web Developer
40bdbaed,MCA,1,"['css', 'figma', 'product management', 'seo', 'excel', 'python', 'business']",['business'],Google Data Analytics,Product Manager
2be4482b,MBA,9,"['css', 'javascript', 'machine learning', 'networking', 'cloud computing']",['web development'],Azure Fundamentals,Web Developer
be0c7872,MBA,7,"['ui/ux', 'nodejs', 'content writing']",['web development'],Azure Fundamentals,Backend Developer
ed3c40dc,MBA,3,"['c++', 'figma', 'product management', 'ui/ux', 'deep learning']",['design'],AWS Certification,UI/UX Designer
7e7e3f93,BSc,9,"['networking', 'cloud computing', 'content writing', 'c++']",['security'],AWS Certification,Cybersecurity Analyst
7fb5fef2,Diploma,6,"['figma', 'react', 'java', 'nodejs', 'sql']",['web development'],Azure Fundamentals,Backend Developer
154088aa,Diploma,7,"['css', 'c++', 'react', 'html', 'javascript', 'deep learning']",['web development'],Coursera ML,Web Developer
7275353f,MCA,1,"['power bi', 'product management', 'html', 'networking', 'excel']",['security'],AWS Certification,Cybersecurity Analyst
7bacec7d,BCA,10,"['nodejs', 'cloud computing', 'sql', 'java']",['web development'],Udemy Web Dev,Backend Developer
68ae0539,BCA,5,"['business', 'excel', 'content writing', 'azure']",['business'],Google Data Analytics,Product Manager
312985e5,MCA,8,"['digital marketing', 'content writing', 'html', 'seo', 'excel']",['marketing'],Udemy Web Dev,Digital Marketer
81fbd7f9,BCA,0,"['aws', 'seo', 'java', 'nodejs', 'sql']",['web development'],AWS Certification,Backend Developer
cedf08c7,BCA,7,"['aws', 'product management', 'machine learning', 'deep learning', 'python', 'excel']",['ai'],None,ML Engineer
c1785f42,MCA,7,"['power bi', 'product management', 'digital marketing', 'content writing', 'networking']",['marketing'],None,Digital Marketer
3c3e7206,MCA,5,"['javascript', 'deep learning', 'java']",['web development'],Coursera ML,Web Developer
8745876c,Diploma,8,"['power bi', 'digital marketing', 'seo', 'content writing', 'azure']",['marketing'],Azure Fundamentals,Digital Marketer
092fb1b7,BTech,1,"['machine learning', 'data analysis', 'tableau']",['data'],Coursera ML,Data Scientist
3c6df4e6,Diploma,6,"['digital marketing', 'content writing', 'java', 'javascript', 'sql']",['web development'],Google Data Analytics,Backend Developer
b1614ce0,MCA,7,"['digital marketing', 'content writing', 'seo', 'ui/ux', 'networking']",['marketing'],Azure Fundamentals,Digital Marketer
aa8d5ead,BCA,7,"['product management', 'content writing', 'excel', 'html']",['business'],None,Product Manager
